id_transaccion,fecha,cliente_id,tipo_transaccion,monto,categoria,ciudad,canal,hora,estado,monto_absoluto,año,mes,dia_semana,trimestre,rango_monto,hora_num,sospechosa
TRX005054,2024-03-31,CLI1169,Retiro,-797126.19,Educacion,Medellín,Web,05:24,Pendiente,797126.19,2024,3,6,Q1,Grande,5,False
TRX002142,2023-10-05,CLI4773,Depósito,4775502.59,Sin Categoría,Cali,Web,12:11,Exitosa,4775502.59,2023,10,3,Q4,Muy Grande,12,True
TRX005105,2023-04-15,CLI2841,Retiro,-4519791.33,Salud,Bogotá,Cajero,11:36,Exitosa,4519791.33,2023,4,5,Q2,Muy Grande,11,True
TRX003119,2024-04-26,CLI1838,Deposito,118927.3,Educacion,Bogotá,Web,07:07,Exitosa,118927.3,2024,4,4,Q2,Mediano,7,False
TRX005189,2023-08-29,CLI3560,Retiro,-4071183.64,Sin Categoría,Cali,Sucursal,00:15,Fallida,4071183.64,2023,8,1,Q3,Muy Grande,0,True
TRX007688,2023-07-16,CLI2442,Transferencia,2726755.33,Educacion,Bogotá,Sucursal,16:24,Exitosa,2726755.33,2023,7,6,Q3,Muy Grande,16,False
TRX004046,2023-09-11,CLI3613,Compra,-1466876.84,Salud,Medellín,Cajero,5:42,Pendiente,1466876.84,2023,9,0,Q3,Grande,5,False
TRX003357,2023-12-09,CLI4951,Retiro,-243788.78,Sin Categoría,Bogotá,Web,03:16,Exitosa,243788.78,2023,12,5,Q4,Mediano,3,False
TRX002745,2024-08-11,CLI2864,Deposito,1816317.14,Transporte,Medellín,Sucursal,18:58,Exitosa,1816317.14,2024,8,6,Q3,Grande,18,False
TRX007254,2023-08-16,CLI1500,Transferencia,4358755.76,Salario,Cartagena,Web,06:55,Pendiente,4358755.76,2023,8,2,Q3,Muy Grande,6,True
TRX005093,2023-10-14,CLI3587,Transferencia,1788809.5,Alimentación,Cali,Sucursal,07:49,Pendiente,1788809.5,2023,10,5,Q4,Grande,7,False
TRX003507,2024-09-11,CLI1318,Retiro,-1788711.09,Educacion,Bogotá,App Móvil,08:28,Exitosa,1788711.09,2024,9,2,Q3,Grande,8,False
TRX001680,2024-01-01,CLI1235,Retiro,-835299.13,Salud,Medellín,Sucursal,05:57,Exitosa,835299.13,2024,1,0,Q1,Grande,5,False
TRX004250,2023-06-20,CLI1189,Pago De Servicio,-2981176.42,Educacion,Cali,Cajero,19:13,Exitosa,2981176.42,2023,6,1,Q2,Muy Grande,19,False
TRX003148,2023-04-15,CLI2222,Retiro,-750984.0,Educación,Barranquilla,App Móvil,01:05,Exitosa,750984.0,2023,4,5,Q2,Grande,1,False
TRX002295,2023-01-24,CLI3978,Transferencia,1078969.92,Transporte,Bogotá,Web,09:19,Pendiente,1078969.92,2023,1,1,Q1,Grande,9,False
TRX007005,2024-09-29,CLI4718,Compra,-1502568.94,Salud,Bogotá,Cajero,18:23,Exitosa,1502568.94,2024,9,6,Q3,Grande,18,False
TRX006934,2024-02-19,CLI2490,Transferencia,4845510.53,Salario,Cali,Sucursal,22:32,Exitosa,4845510.53,2024,2,0,Q1,Muy Grande,22,True
TRX000581,2024-01-18,CLI3918,Pago De Servicio,-3487822.89,Transporte,Barranquilla,Web,08:37,Pendiente,3487822.89,2024,1,3,Q1,Muy Grande,8,True
TRX001471,2023-09-20,CLI2044,Retiro,-1635830.43,Alimentación,Medellín,Cajero,19:44,Exitosa,1635830.43,2023,9,2,Q3,Grande,19,False
TRX004800,2023-10-24,CLI3484,Pago De Servicio,-3734328.79,Entretenimiento,Bogotá,Cajero,7:46,Exitosa,3734328.79,2023,10,1,Q4,Muy Grande,7,True
TRX004071,2024-06-11,CLI3915,Depósito,1213458.7,Sin Categoría,Bogotá,App Móvil,18:54,Exitosa,1213458.7,2024,6,1,Q2,Grande,18,False
TRX005309,2024-06-13,CLI2689,Deposito,168230.25,Educación,Bogotá,App Móvil,10:33,Pendiente,168230.25,2024,6,3,Q2,Mediano,10,False
TRX003344,2024-11-11,CLI1558,Transferencia,2317468.56,Salud,Medellín,Sucursal,10:52,Exitosa,2317468.56,2024,11,0,Q4,Muy Grande,10,False
TRX004993,2024-08-23,CLI1007,Pago De Servicio,-1409614.03,Transporte,Barranquilla,Sucursal,4:27,Exitosa,1409614.03,2024,8,4,Q3,Grande,4,True
TRX007405,2024-07-21,CLI3525,Pago De Servicio,-2263102.1,Servicios,Bogotá,Cajero,19:10,Fallida,2263102.1,2024,7,6,Q3,Muy Grande,19,False
TRX000560,2023-05-08,CLI1034,Transferencia,1883879.17,Entretenimiento,Barranquilla,Cajero,8:43,Exitosa,1883879.17,2023,5,0,Q2,Grande,8,False
TRX005238,2024-07-22,CLI2564,Deposito,4407777.28,Alimentación,Cartagena,App Móvil,14:39,Exitosa,4407777.28,2024,7,0,Q3,Muy Grande,14,True
TRX005216,2024-03-02,CLI1959,Retiro,-680111.49,Alimentación,Bogotá,Web,09:03,Exitosa,680111.49,2024,3,5,Q1,Grande,9,False
TRX002850,2024-09-07,CLI4246,Retiro,-369374.63,Educación,Bogotá,App Móvil,05:21,Fallida,369374.63,2024,9,5,Q3,Mediano,5,False
TRX000513,2024-08-05,CLI4264,Transferencia,1096265.96,Salario,Cali,App Móvil,19:24,Exitosa,1096265.96,2024,8,0,Q3,Grande,19,False
TRX004730,2024-05-06,CLI1067,Pago De Servicio,-1054596.64,Alimentacion,Medellín,Cajero,20:09,Exitosa,1054596.64,2024,5,0,Q2,Grande,20,False
TRX001082,2024-05-24,CLI1764,Transferencia,3308730.77,Educación,Cali,Web,04:52,Fallida,3308730.77,2024,5,4,Q2,Muy Grande,4,True
TRX001665,2024-02-29,CLI1308,Pago De Servicio,-3514224.97,Salario,Barranquilla,Web,09:46,Fallida,3514224.97,2024,2,3,Q1,Muy Grande,9,True
TRX001013,2023-01-24,CLI2106,Transferencia,363255.03,Transporte,Bogotá,Sucursal,02:25,Exitosa,363255.03,2023,1,1,Q1,Mediano,2,False
TRX001932,2024-05-15,CLI3479,Transferencia,1361582.26,Otros,Cali,App Móvil,21:18,Pendiente,1361582.26,2024,5,2,Q2,Grande,21,False
TRX001151,2024-07-02,CLI3128,Retiro,-4706305.23,Salario,Cali,Cajero,10:15,Fallida,4706305.23,2024,7,1,Q3,Muy Grande,10,True
TRX002839,2024-07-14,CLI1605,Transferencia,3061346.74,Entretenimiento,Bogotá,App Móvil,04:34,Fallida,3061346.74,2024,7,6,Q3,Muy Grande,4,True
TRX005950,2023-10-20,CLI4215,Depósito,1274967.67,Transporte,Cartagena,Sucursal,13:09,Fallida,1274967.67,2023,10,4,Q4,Grande,13,False
TRX000117,2024-11-26,CLI4071,Transferencia,4766307.51,Transporte,Cartagena,Web,20:23,Pendiente,4766307.51,2024,11,1,Q4,Muy Grande,20,True
TRX000741,2023-06-30,CLI2649,Compra,-1063829.88,Educación,Medellín,Cajero,20:15,Exitosa,1063829.88,2023,6,4,Q2,Grande,20,False
TRX007818,2024-10-31,CLI3362,Depósito,813779.24,Entretenimiento,Medellín,App Móvil,05:05,Exitosa,813779.24,2024,10,3,Q4,Grande,5,False
TRX006071,2023-11-21,CLI3451,Compra,-1807907.46,Alimentación,Cartagena,Sucursal,04:52,Exitosa,1807907.46,2023,11,1,Q4,Grande,4,True
TRX005178,2024-05-20,CLI1958,Pago De Servicio,-732802.76,Entretenimiento,Barranquilla,Cajero,00:38,Fallida,732802.76,2024,5,0,Q2,Grande,0,False
TRX003676,2024-04-29,CLI3922,Compra,-1983535.76,Salud,Cartagena,Web,10:28,Fallida,1983535.76,2024,4,0,Q2,Grande,10,False
TRX005907,2023-04-21,CLI1460,Compra,-1612271.58,Servicios,Bogotá,App Móvil,18:42,Fallida,1612271.58,2023,4,4,Q2,Grande,18,False
TRX000831,2023-05-01,CLI4112,Pago De Servicio,-1124688.82,Educación,Barranquilla,App Móvil,09:53,Pendiente,1124688.82,2023,5,0,Q2,Grande,9,False
TRX000120,2023-03-31,CLI2823,Deposito,3355806.96,Transporte,Medellín,App Móvil,09:54,Exitosa,3355806.96,2023,3,4,Q1,Muy Grande,9,True
TRX004753,2024-01-23,CLI2411,Deposito,306299.36,Otros,Medellín,App Móvil,23:45,Exitosa,306299.36,2024,1,1,Q1,Mediano,23,False
TRX007773,2024-02-02,CLI1041,Pago De Servicio,-1614574.33,Salario,Cali,Sucursal,09:40,Pendiente,1614574.33,2024,2,4,Q1,Grande,9,False
TRX007715,2023-03-01,CLI4394,Depósito,4553890.74,Salario,Cartagena,Web,14:25,Fallida,4553890.74,2023,3,2,Q1,Muy Grande,14,True
TRX000636,2023-08-12,CLI1859,Pago De Servicio,-1473284.6,Transporte,Cartagena,Cajero,21:50,Fallida,1473284.6,2023,8,5,Q3,Grande,21,False
TRX004466,2024-04-17,CLI2141,Retiro,-1864015.44,Transporte,Barranquilla,App Móvil,04:24,Pendiente,1864015.44,2024,4,2,Q2,Grande,4,True
TRX004365,2024-09-22,CLI3359,Pago De Servicio,-3793768.06,Educacion,Medellín,Cajero,23:28,Exitosa,3793768.06,2024,9,6,Q3,Muy Grande,23,True
TRX006800,2023-04-13,CLI2954,Compra,-1604637.47,Alimentación,Barranquilla,Cajero,19:00,Exitosa,1604637.47,2023,4,3,Q2,Grande,19,False
TRX007080,2024-03-30,CLI4677,Retiro,-1451094.65,Otros,Cartagena,Cajero,12:07,Pendiente,1451094.65,2024,3,5,Q1,Grande,12,False
TRX006967,2023-09-22,CLI3552,Transferencia,2035352.85,Transporte,Medellín,Web,03:36,Exitosa,2035352.85,2023,9,4,Q3,Muy Grande,3,True
TRX007011,2024-03-06,CLI1616,Pago De Servicio,-4338933.0,Transporte,Cali,App Móvil,9:2,Fallida,4338933.0,2024,3,2,Q1,Muy Grande,9,True
TRX004143,2024-04-23,CLI1893,Pago De Servicio,-1267109.38,Otros,Barranquilla,Sucursal,01:55,Exitosa,1267109.38,2024,4,1,Q2,Grande,1,True
TRX007518,2024-06-01,CLI2963,Retiro,-1399995.22,Alimentacion,Cartagena,Web,17:22,Exitosa,1399995.22,2024,6,5,Q2,Grande,17,False
TRX007028,2024-07-19,CLI4623,Retiro,-1697527.4,Educacion,Medellín,App Móvil,22:57,Exitosa,1697527.4,2024,7,4,Q3,Grande,22,False
TRX000992,2024-05-03,CLI3891,Compra,-291540.81,Otros,Bogotá,Web,15:00,Exitosa,291540.81,2024,5,4,Q2,Mediano,15,False
TRX000877,2023-09-22,CLI3865,Compra,-1192911.98,Transporte,Cartagena,App Móvil,00:14,Exitosa,1192911.98,2023,9,4,Q3,Grande,0,True
TRX004870,2023-12-25,CLI2527,Transferencia,3117874.33,Salud,Barranquilla,App Móvil,06:50,Exitosa,3117874.33,2023,12,0,Q4,Muy Grande,6,True
TRX005316,2024-06-12,CLI3683,Compra,-788648.73,Alimentación,Medellín,Web,23:39,Exitosa,788648.73,2024,6,2,Q2,Grande,23,False
TRX005223,2023-08-21,CLI1746,Compra,-148363.5,Salud,Barranquilla,Sucursal,21:6,Exitosa,148363.5,2023,8,0,Q3,Mediano,21,False
TRX000005,2024-09-15,CLI1292,Transferencia,2693992.39,Entretenimiento,Bogotá,Web,12:17,Pendiente,2693992.39,2024,9,6,Q3,Muy Grande,12,False
TRX003052,2024-03-04,CLI1519,Pago De Servicio,-2661139.42,Salario,Cali,Cajero,10:50,Exitosa,2661139.42,2024,3,0,Q1,Muy Grande,10,False
TRX005692,2024-03-01,CLI4742,Pago De Servicio,-549634.02,Alimentación,Cali,App Móvil,14:51,Exitosa,549634.02,2024,3,4,Q1,Grande,14,False
TRX003125,2023-04-08,CLI2231,Compra,-1875050.5,Salud,Barranquilla,Web,06:47,Fallida,1875050.5,2023,4,5,Q2,Grande,6,False
TRX006408,2024-01-23,CLI4058,Transferencia,3907280.08,Alimentación,Bogotá,Cajero,04:44,Exitosa,3907280.08,2024,1,1,Q1,Muy Grande,4,True
TRX007137,2023-08-19,CLI4292,Retiro,-636033.81,Sin Categoría,Medellín,Web,03:22,Exitosa,636033.81,2023,8,5,Q3,Grande,3,False
TRX002661,2023-07-13,CLI4658,Pago De Servicio,-1386171.72,Alimentación,Cartagena,Cajero,15:05,Exitosa,1386171.72,2023,7,3,Q3,Grande,15,False
TRX002492,2023-01-02,CLI2618,Retiro,-33853.98,Sin Categoría,Medellín,Sucursal,10:23,Pendiente,33853.98,2023,1,0,Q1,Pequeño,10,False
TRX007147,2024-01-28,CLI4132,Pago De Servicio,-1102997.5,Alimentación,Bogotá,Cajero,20:16,Exitosa,1102997.5,2024,1,6,Q1,Grande,20,False
TRX005174,2023-07-04,CLI4400,Deposito,3402445.63,Transporte,Cartagena,Web,17:26,Fallida,3402445.63,2023,7,1,Q3,Muy Grande,17,True
TRX003855,2023-07-25,CLI3363,Pago De Servicio,-2333440.13,Otros,Cali,Cajero,09:56,Exitosa,2333440.13,2023,7,1,Q3,Muy Grande,9,False
TRX004934,2024-05-17,CLI4847,Pago De Servicio,-234169.02,Servicios,Bogotá,Cajero,03:21,Pendiente,234169.02,2024,5,4,Q2,Mediano,3,False
TRX004778,2023-04-30,CLI2231,Compra,-1030341.13,Sin Categoría,Medellín,Cajero,7:46,Fallida,1030341.13,2023,4,6,Q2,Grande,7,False
TRX001716,2024-01-22,CLI4056,Retiro,-2098621.55,Alimentación,Medellín,Sucursal,10:47,Exitosa,2098621.55,2024,1,0,Q1,Muy Grande,10,False
TRX006449,2023-11-17,CLI1725,Deposito,1512608.34,Entretenimiento,Medellín,App Móvil,05:45,Exitosa,1512608.34,2023,11,4,Q4,Grande,5,False
TRX007510,2024-09-19,CLI3475,Depósito,2102096.56,Salario,Medellín,Cajero,10:52,Pendiente,2102096.56,2024,9,3,Q3,Muy Grande,10,False
TRX006714,2023-09-07,CLI4023,Transferencia,4685494.4,Transporte,Medellín,App Móvil,16:01,Fallida,4685494.4,2023,9,3,Q3,Muy Grande,16,True
TRX006458,2024-09-18,CLI2014,Retiro,-2827859.77,Educación,Medellín,Cajero,01:10,Pendiente,2827859.77,2024,9,2,Q3,Muy Grande,1,True
TRX006294,2023-10-12,CLI4336,Retiro,-1941284.6,Educación,Barranquilla,Sucursal,16:59,Exitosa,1941284.6,2023,10,3,Q4,Grande,16,False
TRX001149,2024-06-22,CLI4566,Compra,-226623.71,Entretenimiento,Barranquilla,Web,4:48,Exitosa,226623.71,2024,6,5,Q2,Mediano,4,False
TRX003262,2023-11-15,CLI3485,Retiro,-2768817.1,Salud,Bogotá,Web,09:11,Fallida,2768817.1,2023,11,2,Q4,Muy Grande,9,False
TRX000575,2023-08-24,CLI3839,Transferencia,3138404.09,Entretenimiento,Barranquilla,App Móvil,23:24,Exitosa,3138404.09,2023,8,3,Q3,Muy Grande,23,True
TRX003770,2024-05-12,CLI2141,Deposito,920909.25,Servicios,Cartagena,Web,14:22,Exitosa,920909.25,2024,5,6,Q2,Grande,14,False
TRX003737,2023-06-05,CLI2890,Depósito,3539461.37,Sin Categoría,Bogotá,Cajero,22:50,Fallida,3539461.37,2023,6,0,Q2,Muy Grande,22,True
TRX004147,2024-12-07,CLI3562,Retiro,-1129181.92,Educacion,Cartagena,Web,03:05,Exitosa,1129181.92,2024,12,5,Q4,Grande,3,True
TRX000854,2023-03-26,CLI4302,Deposito,3446024.82,Alimentación,Barranquilla,Cajero,05:20,Fallida,3446024.82,2023,3,6,Q1,Muy Grande,5,True
TRX001983,2024-01-15,CLI3487,Retiro,-2414577.93,Alimentacion,Cali,App Móvil,17:39,Exitosa,2414577.93,2024,1,0,Q1,Muy Grande,17,False
TRX002775,2024-12-18,CLI1919,Depósito,1323065.78,Transporte,Cali,Web,01:02,Exitosa,1323065.78,2024,12,2,Q4,Grande,1,True
TRX005920,2023-02-25,CLI2583,Pago De Servicio,-260492.21,Alimentacion,Barranquilla,Sucursal,20:05,Pendiente,260492.21,2023,2,5,Q1,Mediano,20,False
TRX004930,2024-03-15,CLI1241,Pago De Servicio,-810455.61,Salud,Bogotá,Sucursal,16:25,Pendiente,810455.61,2024,3,4,Q1,Grande,16,False
TRX007522,2024-05-25,CLI3580,Transferencia,86801.13,Otros,Cali,Web,03:19,Exitosa,86801.13,2024,5,5,Q2,Pequeño,3,False
TRX005212,2023-05-03,CLI1742,Transferencia,3573929.14,Transporte,Cartagena,App Móvil,13:27,Exitosa,3573929.14,2023,5,2,Q2,Muy Grande,13,True
TRX001167,2023-09-03,CLI1484,Retiro,-2662671.27,Alimentación,Cali,Cajero,09:40,Exitosa,2662671.27,2023,9,6,Q3,Muy Grande,9,False
TRX006615,2024-02-18,CLI3177,Compra,-533454.66,Alimentación,Cartagena,Cajero,11:37,Fallida,533454.66,2024,2,6,Q1,Grande,11,False
TRX006003,2023-12-04,CLI4582,Transferencia,478375.37,Alimentación,Barranquilla,Web,22:36,Pendiente,478375.37,2023,12,0,Q4,Mediano,22,False
TRX000972,2023-11-17,CLI1368,Deposito,1054885.0,Transporte,Bogotá,App Móvil,02:23,Fallida,1054885.0,2023,11,4,Q4,Grande,2,True
TRX002702,2024-03-24,CLI1170,Transferencia,53549.47,Transporte,Medellín,Sucursal,20:45,Exitosa,53549.47,2024,3,6,Q1,Pequeño,20,False
TRX004496,2024-06-25,CLI3755,Deposito,1962512.71,Educacion,Bogotá,Web,13:25,Exitosa,1962512.71,2024,6,1,Q2,Grande,13,False
TRX006656,2023-12-23,CLI1788,Retiro,-1818924.87,Sin Categoría,Medellín,App Móvil,03:36,Exitosa,1818924.87,2023,12,5,Q4,Grande,3,True
TRX003848,2024-11-08,CLI3323,Depósito,574876.98,Servicios,Medellín,App Móvil,13:21,Exitosa,574876.98,2024,11,4,Q4,Grande,13,False
TRX002369,2023-08-24,CLI3115,Pago De Servicio,-2287180.4,Alimentación,Barranquilla,Sucursal,06:57,Exitosa,2287180.4,2023,8,3,Q3,Muy Grande,6,False
TRX004116,2024-08-04,CLI1143,Depósito,156136.78,Alimentacion,Medellín,Cajero,01:01,Fallida,156136.78,2024,8,6,Q3,Mediano,1,False
TRX004781,2023-04-25,CLI4093,Transferencia,1768717.04,Transporte,Cali,Cajero,11:23,Exitosa,1768717.04,2023,4,1,Q2,Grande,11,False
TRX004132,2023-07-12,CLI4184,Pago De Servicio,-3181916.79,Sin Categoría,Cali,Cajero,14:56,Exitosa,3181916.79,2023,7,2,Q3,Muy Grande,14,True
TRX002951,2023-01-29,CLI3093,Pago De Servicio,-4065072.05,Alimentación,Bogotá,App Móvil,01:51,Pendiente,4065072.05,2023,1,6,Q1,Muy Grande,1,True
TRX005626,2023-08-05,CLI1386,Depósito,839504.94,Alimentación,Cali,App Móvil,04:22,Pendiente,839504.94,2023,8,5,Q3,Grande,4,False
TRX006972,2024-02-22,CLI4486,Pago De Servicio,-13467.16,Otros,Bogotá,Cajero,03:27,Exitosa,13467.16,2024,2,3,Q1,Pequeño,3,False
TRX000525,2023-03-04,CLI1949,Pago De Servicio,-144147.31,Alimentación,Cali,Cajero,08:57,Exitosa,144147.31,2023,3,5,Q1,Mediano,8,False
TRX002456,2024-06-21,CLI1435,Retiro,-1014810.61,Alimentación,Barranquilla,Cajero,06:09,Pendiente,1014810.61,2024,6,4,Q2,Grande,6,False
TRX005017,2024-04-03,CLI3762,Pago De Servicio,-208390.29,Transporte,Bogotá,Web,23:04,Exitosa,208390.29,2024,4,2,Q2,Mediano,23,False
TRX001842,2024-03-05,CLI3549,Transferencia,2351023.26,Sin Categoría,Cali,Web,6:58,Pendiente,2351023.26,2024,3,1,Q1,Muy Grande,6,False
TRX005987,2023-05-15,CLI1037,Retiro,-1219199.32,Transporte,Cali,Web,17:34,Exitosa,1219199.32,2023,5,0,Q2,Grande,17,False
TRX000538,2024-07-19,CLI3095,Compra,-1047458.37,Transporte,Medellín,Cajero,17:37,Exitosa,1047458.37,2024,7,4,Q3,Grande,17,False
TRX002807,2023-09-02,CLI4890,Retiro,-1655696.25,Salud,Barranquilla,Web,13:27,Exitosa,1655696.25,2023,9,5,Q3,Grande,13,False
TRX005802,2024-07-25,CLI1203,Retiro,-1120418.72,Salario,Cartagena,App Móvil,01:02,Pendiente,1120418.72,2024,7,3,Q3,Grande,1,True
TRX005597,2023-11-18,CLI4457,Transferencia,192023.14,Transporte,Barranquilla,Sucursal,20:01,Pendiente,192023.14,2023,11,5,Q4,Mediano,20,False
TRX007207,2024-02-10,CLI3264,Pago De Servicio,-1001453.72,Salud,Medellín,Cajero,19:03,Exitosa,1001453.72,2024,2,5,Q1,Grande,19,False
TRX007344,2024-09-19,CLI3891,Depósito,3250609.16,Educacion,Cartagena,Sucursal,18:20,Exitosa,3250609.16,2024,9,3,Q3,Muy Grande,18,True
TRX004342,2023-07-02,CLI1717,Retiro,-4616070.48,Otros,Bogotá,Cajero,18:26,Exitosa,4616070.48,2023,7,6,Q3,Muy Grande,18,True
TRX007561,2024-06-25,CLI4437,Transferencia,296477.17,Otros,Medellín,Sucursal,06:27,Exitosa,296477.17,2024,6,1,Q2,Mediano,6,False
TRX003176,2023-11-28,CLI4949,Deposito,3977832.55,Educación,Cali,Web,06:04,Pendiente,3977832.55,2023,11,1,Q4,Muy Grande,6,True
TRX000785,2023-01-09,CLI4787,Transferencia,4543177.34,Servicios,Cali,Cajero,07:49,Fallida,4543177.34,2023,1,0,Q1,Muy Grande,7,True
TRX004058,2023-01-22,CLI3553,Pago De Servicio,-1591762.71,Alimentacion,Bogotá,Sucursal,22:57,Exitosa,1591762.71,2023,1,6,Q1,Grande,22,False
TRX001410,2024-05-24,CLI2852,Transferencia,1628588.57,Transporte,Bogotá,App Móvil,2:56,Pendiente,1628588.57,2024,5,4,Q2,Grande,2,True
TRX002538,2024-05-01,CLI2885,Transferencia,3958321.35,Salario,Bogotá,Sucursal,06:00,Pendiente,3958321.35,2024,5,2,Q2,Muy Grande,6,True
TRX000155,2024-02-28,CLI1905,Compra,-557556.3,Alimentación,Bogotá,Web,11:41,Pendiente,557556.3,2024,2,2,Q1,Grande,11,False
TRX003010,2023-12-29,CLI2352,Transferencia,258091.04,Transporte,Barranquilla,Web,23:35,Exitosa,258091.04,2023,12,4,Q4,Mediano,23,False
TRX001687,2023-02-15,CLI4571,Pago De Servicio,-1939199.34,Alimentacion,Cartagena,Sucursal,10:33,Exitosa,1939199.34,2023,2,2,Q1,Grande,10,False
TRX002902,2023-07-20,CLI2929,Depósito,2650999.13,Otros,Medellín,App Móvil,19:0,Exitosa,2650999.13,2023,7,3,Q3,Muy Grande,19,False
TRX007456,2023-05-17,CLI2458,Compra,-154836.37,Educacion,Barranquilla,Sucursal,16:31,Exitosa,154836.37,2023,5,2,Q2,Mediano,16,False
TRX004722,2023-08-08,CLI2224,Pago De Servicio,-1382492.85,Transporte,Cartagena,Sucursal,12:54,Exitosa,1382492.85,2023,8,1,Q3,Grande,12,False
TRX003864,2024-05-04,CLI3629,Retiro,-3526924.43,Salario,Barranquilla,Sucursal,00:42,Exitosa,3526924.43,2024,5,5,Q2,Muy Grande,0,True
TRX002734,2024-07-03,CLI2670,Deposito,1960376.57,Sin Categoría,Bogotá,App Móvil,21:33,Pendiente,1960376.57,2024,7,2,Q3,Grande,21,False
TRX001896,2024-07-28,CLI4743,Pago De Servicio,-401601.41,Alimentación,Bogotá,Cajero,12:33,Exitosa,401601.41,2024,7,6,Q3,Mediano,12,False
TRX005443,2024-07-20,CLI2763,Pago De Servicio,-339267.68,Sin Categoría,Barranquilla,Cajero,01:34,Fallida,339267.68,2024,7,5,Q3,Mediano,1,False
TRX000570,2024-09-27,CLI4604,Retiro,-685836.79,Educacion,Medellín,Web,16:21,Exitosa,685836.79,2024,9,4,Q3,Grande,16,False
TRX006710,2023-01-18,CLI1231,Deposito,2771800.3,Salario,Cartagena,Sucursal,11:28,Exitosa,2771800.3,2023,1,2,Q1,Muy Grande,11,False
TRX005855,2024-08-16,CLI4899,Retiro,-633234.61,Sin Categoría,Medellín,Web,19:23,Exitosa,633234.61,2024,8,4,Q3,Grande,19,False
TRX001817,2023-11-21,CLI2044,Retiro,-1279562.98,Transporte,Medellín,Sucursal,10:08,Exitosa,1279562.98,2023,11,1,Q4,Grande,10,False
TRX002066,2023-05-16,CLI4364,Deposito,524396.04,Salario,Barranquilla,Cajero,11:22,Exitosa,524396.04,2023,5,1,Q2,Grande,11,False
TRX000128,2024-09-22,CLI4539,Retiro,-1278937.89,Transporte,Cali,App Móvil,06:48,Fallida,1278937.89,2024,9,6,Q3,Grande,6,False
TRX003395,2023-02-26,CLI4287,Transferencia,2566392.45,Otros,Barranquilla,App Móvil,10:12,Exitosa,2566392.45,2023,2,6,Q1,Muy Grande,10,False
TRX003328,2024-08-28,CLI2392,Retiro,-1525930.57,Alimentación,Cali,Sucursal,01:53,Exitosa,1525930.57,2024,8,2,Q3,Grande,1,True
TRX006103,2024-10-17,CLI1628,Deposito,4573640.07,Servicios,Bogotá,Web,07:47,Pendiente,4573640.07,2024,10,3,Q4,Muy Grande,7,True
TRX002976,2024-01-09,CLI1777,Transferencia,1933712.12,Servicios,Bogotá,App Móvil,18:42,Fallida,1933712.12,2024,1,1,Q1,Grande,18,False
TRX000981,2023-04-20,CLI1065,Pago De Servicio,-158085.11,Transporte,Cartagena,Sucursal,23:0,Exitosa,158085.11,2023,4,3,Q2,Mediano,23,False
TRX002301,2024-10-22,CLI3337,Retiro,-1438072.99,Educacion,Cartagena,Sucursal,08:59,Exitosa,1438072.99,2024,10,1,Q4,Grande,8,False
TRX000191,2023-02-03,CLI4583,Transferencia,1350935.36,Alimentación,Barranquilla,Cajero,07:13,Exitosa,1350935.36,2023,2,4,Q1,Grande,7,False
TRX001140,2024-02-04,CLI3587,Transferencia,1805646.61,Educacion,Cali,App Móvil,01:11,Exitosa,1805646.61,2024,2,6,Q1,Grande,1,True
TRX005089,2023-10-25,CLI2311,Retiro,-2947985.0,Entretenimiento,Bogotá,Web,13:08,Pendiente,2947985.0,2023,10,2,Q4,Muy Grande,13,False
TRX000700,2023-07-03,CLI1291,Transferencia,1326823.29,Otros,Cali,Web,20:59,Pendiente,1326823.29,2023,7,0,Q3,Grande,20,False
TRX007774,2024-05-28,CLI1849,Transferencia,501030.12,Salud,Cartagena,Web,05:42,Exitosa,501030.12,2024,5,1,Q2,Grande,5,False
TRX000607,2023-03-03,CLI1325,Transferencia,1903891.96,Servicios,Bogotá,Sucursal,12:13,Pendiente,1903891.96,2023,3,4,Q1,Grande,12,False
TRX004277,2024-08-02,CLI3260,Transferencia,1154000.23,Otros,Medellín,Cajero,08:19,Exitosa,1154000.23,2024,8,4,Q3,Grande,8,False
TRX000302,2023-03-21,CLI4422,Pago De Servicio,-1295352.73,Sin Categoría,Cartagena,Web,11:52,Fallida,1295352.73,2023,3,1,Q1,Grande,11,False
TRX006641,2024-06-26,CLI4243,Deposito,1974672.26,Educacion,Cartagena,Web,23:13,Exitosa,1974672.26,2024,6,2,Q2,Grande,23,False
TRX003421,2023-11-04,CLI4488,Compra,-1441518.86,Alimentacion,Medellín,Cajero,21:25,Exitosa,1441518.86,2023,11,5,Q4,Grande,21,False
TRX007840,2024-02-05,CLI4746,Pago De Servicio,-1173869.1,Alimentacion,Cartagena,Web,03:09,Exitosa,1173869.1,2024,2,0,Q1,Grande,3,True
TRX001061,2024-05-26,CLI3060,Transferencia,4033951.69,Sin Categoría,Medellín,App Móvil,09:07,Fallida,4033951.69,2024,5,6,Q2,Muy Grande,9,True
TRX007902,2023-09-25,CLI1047,Compra,-1796188.97,Alimentacion,Barranquilla,App Móvil,12:38,Exitosa,1796188.97,2023,9,0,Q3,Grande,12,False
TRX007979,2024-09-07,CLI4624,Retiro,-2473625.87,Salud,Cartagena,Sucursal,19:50,Exitosa,2473625.87,2024,9,5,Q3,Muy Grande,19,False
